Track,Artist,Album,URL,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Move Your Body,Marshall Jefferson,Move Your Body,https://open.spotify.com/track/3YXIVMQLRRq2K7kxC7UYx6,chicago-house,0.791,0.801,-6.344,0.07,0.00531,0.189,0.509,0.609,124.985
Brighter Days - Marco Lys Remix,Cajmere,Brighter Days (30 Year Anniversary Remixes),https://open.spotify.com/track/7IJP1vVnqU5mV2hYUbZrlX,chicago-house,0.77,0.876,-6.383,0.0465,0.00884,0.37,0.0906,0.0891,125.995
Brighter Days - Dajae- Underground Mix '93,Cajmere,It's Time,https://open.spotify.com/track/09IT6ZbPsY5EioVEqeyq4j,chicago-house,0.878,0.737,-7.979,0.0817,0.000271,0.445,0.11,0.235,123.993
Strings Of Life / Un Amore Supremo - Raw Mix,Soul Central,Strings Of Life / Un Amore Supremo (Raw Mix),https://open.spotify.com/track/2fE3E0vZnkGBTnxWRdZAZd,chicago-house,0.673,0.777,-6.726,0.0461,0.0275,0.815,0.0633,0.395,124.997
Let It Go (with Marc E. Bassy) - Vintage Culture Remix,Louie Vega,Let It Go (with Marc E. Bassy) [Vintage Culture Remix],https://open.spotify.com/track/2Rzr9nzXM1yX3NB8CwHWQg,chicago-house,0.909,0.808,-6.588,0.147,0.029,0.000463,0.237,0.638,124.015
Percolator - Original Mix,Cajmere,Percolator (Original Mix),https://open.spotify.com/track/5JYbPUFjUn0i8BQy1C5JTs,chicago-house,0.897,0.568,-8.041,0.163,0.058,0.332,0.12,0.165,125.916
Promised Land,Joe Smooth,Promised Land,https://open.spotify.com/track/796T2ROxTNibXRjVhjSzCa,chicago-house,0.718,0.93,-4.532,0.038,0.0026,0.0176,0.0363,0.697,128.736
Deep Inside,Hardrive,Strictly Hardrive,https://open.spotify.com/track/1EYYoG6P9cQdYXG6Nv5mXu,chicago-house,0.794,0.901,-4.652,0.0698,0.0251,0.00997,0.139,0.794,123.67
Baby Shark,Pinkfong,Pinkfong Animal Songs,https://open.spotify.com/track/5ygDXis42ncn6kYG14lEVG,children,0.829,0.886,-1.746,0.112,0.259,0.0,0.0559,0.777,115.056
Wheels on the Bus,CoComelon,"CoComelon Kids Hits, Vol. 1",https://open.spotify.com/track/6YQ7aPJhk0MGpwoKfFAEbS,children,0.941,0.387,-11.92,0.0427,0.184,2.88e-05,0.157,0.965,125.021
Twinkle Twinkle Little Star,Super Simple Songs,Twinkle Twinkle Little Star & More Kids Songs,https://open.spotify.com/track/3N6kzbnfpTPB5J9NAGc1rU,children,0.696,0.227,-11.763,0.042,0.866,1.25e-05,0.0794,0.284,87.88
Baby Beluga,Raffi,Baby Beluga,https://open.spotify.com/track/7zQFM7bHcyMh4QQFdBkjrE,children,0.663,0.263,-13.043,0.106,0.847,2.17e-06,0.452,0.571,137.52
Itsy Bitsy Spider,CoComelon,"CoComelon Kids Hits, Vol. 1",https://open.spotify.com/track/6cKlr2BOXBaqiuaHUY5Zwo,children,0.919,0.289,-12.244,0.048,0.586,3.19e-06,0.075,0.866,100.042
Shake My Sillies Out,Raffi,More Singable Songs,https://open.spotify.com/track/0e1mUAXE8jSG9ExAS4AWU7,children,0.544,0.47,-14.901,0.236,0.859,0.0,0.346,0.671,185.302
Bluey Theme Tune - Extended,Bluey,Bluey the Album,https://open.spotify.com/track/5MEz0gsrxQ772PuDj0phQs,children,0.86,0.579,-6.573,0.243,0.0497,0.431,0.09,0.969,87.446
Baa Baa Black Sheep,CoComelon,"CoComelon Kids Hits, Vol. 1",https://open.spotify.com/track/0dF7HP4wDwxCtID3mXpdYX,children,0.711,0.396,-11.266,0.0486,0.829,3e-05,0.119,0.969,199.955
Twinkle Twinkle Little Star,CoComelon,"CoComelon Kids Hits, Vol. 3",https://open.spotify.com/track/097ftnCPnGHhn93lS0HHlO,children,0.459,0.206,-9.694,0.0282,0.673,0.0,0.294,0.354,160.072
"Head, Shoulders, Knees and Toes",Mother Goose Club,"Mother Goose Club Sings Nursery Rhymes Vol. 4: Row, Row, Row Your Rhyme",https://open.spotify.com/track/2qKrxtkIuCOyE66TAunMXx,children,0.793,0.61,-6.191,0.0607,0.309,0.0,0.0971,0.902,118.309
Another Love,Tom Odell,Long Way Down (Deluxe),https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO,chill,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769
paranoia,KENTENSHI,paranoia,https://open.spotify.com/track/7w4t6sPVdboBZpa5prmUuj,chill,0.47,0.405,-13.385,0.3,0.376,0.0127,0.116,0.505,180.104
Another Love,Tom Odell,Long Way Down,https://open.spotify.com/track/7otCGmgp9h4CsR2LhwB6gt,chill,0.445,0.537,-8.532,0.04,0.695,1.6e-05,0.0941,0.131,122.764
UNDERSTAND,keshi,GABRIEL,https://open.spotify.com/track/72sfmdpuO5r8cBDgs7MqZZ,chill,0.379,0.208,-13.858,0.0426,0.94,1.05e-06,0.114,0.163,82.085
Black Friday,Tom Odell,Black Friday,https://open.spotify.com/track/1XTY6rA7XQosc0ynkkE9kN,chill,0.48,0.199,-12.398,0.0329,0.931,0.0563,0.0978,0.201,165.476
Close Eyes,DVRST,Close Eyes,https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh,chill,0.784,0.572,-9.853,0.0573,0.0748,0.843,0.139,0.209,96.181
4 Morant (Better Luck Next Time),Com Truise,Brokendate,https://open.spotify.com/track/3XOmSRuEEq7rK4XNzWQdyT,chill,0.462,0.771,-2.931,0.342,0.0537,0.113,0.401,0.482,170.392
"Love, of Money",MAVI,Let the Sun Talk,https://open.spotify.com/track/2XILilAwcXHdGwZLNHteue,chill,0.371,0.655,-9.901,0.0771,0.0526,2.14e-06,0.168,0.855,147.794
Fire for You,Cannons,Shadows,https://open.spotify.com/track/4o0LyB69tylqDG6eTGhmig,chill,0.737,0.678,-7.011,0.0962,0.114,0.157,0.123,0.698,102.051
girls like me don't cry,thuy,girls like me don't cry,https://open.spotify.com/track/2DtUUBwYwEzKMTMDrc5EiO,chill,0.871,0.372,-9.077,0.0413,0.253,1.6e-06,0.104,0.608,110.011
Experience,Ludovico Einaudi,In A Time Lapse,https://open.spotify.com/track/1BncfTJAWxrsxyT9culBrj,classical,0.447,0.449,-10.634,0.0376,0.934,0.961,0.0697,0.036,92.468
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,Bach: Unaccompanied Cello Suites (Remastered),https://open.spotify.com/track/61dYvvfIRtIDFuqZypPAta,classical,0.257,0.109,-21.356,0.0597,0.9,0.867,0.0762,0.307,75.02
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns,Songs from the Arc of Life,https://open.spotify.com/track/0jOnZhF75V68VsBObWx2XO,classical,0.169,0.0161,-31.034,0.0442,0.986,0.86,0.0805,0.0573,128.143
Gymnopédie No. 1,Erik Satie,Erik Satie & Friends,https://open.spotify.com/track/5NGtFXVpXSvwunEIGeviY3,classical,0.468,0.0127,-36.856,0.123,0.994,0.937,0.094,0.356,72.776
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,"Beethoven: Piano Sonatas, Vol.3",https://open.spotify.com/track/3DNRdudZ2SstnDCVKFdXxG,classical,0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612
"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune",https://open.spotify.com/track/1cmigB9I6IRpFqjIbzvSQB,classical,0.335,0.00501,-33.366,0.0451,0.993,0.919,0.0618,0.0383,132.085
"Clair de Lune, L. 32",Claude Debussy,Debussy: Clair De Lune and Other Piano Favourites,https://open.spotify.com/track/5u5aVJKjSMJr4zesMPz7bL,classical,0.335,0.00532,-31.646,0.0376,0.994,0.912,0.0621,0.0397,65.832
Satie / Orch. Ducros: Gymnopédie No. 1,Erik Satie,Emotions,https://open.spotify.com/track/3JdD9wqvohYMjK6BmEHtTP,classical,0.0921,0.0183,-31.858,0.0513,0.942,0.94,0.195,0.039,166.979
Merry-Go-Round of Life - from 'Howl's Moving Castle',Joe Hisaishi,FREEDOM PIANO STORIES 4,https://open.spotify.com/track/39uLYYZytVUwcjgeYLI409,classical,0.239,0.287,-12.565,0.0388,0.876,0.644,0.122,0.185,71.608
"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",Pyotr Ilyich Tchaikovsky,Tchaikovsky: Swan Lake,https://open.spotify.com/track/2xizRhme7pYeITbH1NLLGt,classical,0.136,0.164,-18.756,0.0364,0.911,0.916,0.109,0.071,58.303
Ick,Lay Bankz,Now You See Me,https://open.spotify.com/track/7nn4MXs89QymmNzRreTywe,club,0.92,0.759,-3.349,0.108,0.274,7.38e-06,0.259,0.598,137.961
Lost in the Fire (feat. The Weeknd),Gesaffelstein,Hyperion,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS,club,0.658,0.671,-12.21,0.0363,0.0933,0.000927,0.115,0.166,100.966
Na Na Na,Lay Bankz,Na Na Na,https://open.spotify.com/track/6G4ICKUrsPb117ULGyrQ5N,club,0.743,0.911,-5.596,0.147,0.0031,1.2e-05,0.0878,0.891,154.933
Bombs Away (Throwback Cypher) - Sped up Version,dj Shawny,Bombs Away (Throwback Cypher),https://open.spotify.com/track/5FO2meBx77vJuGLRw6i1Ry,club,0.739,0.929,-6.918,0.0392,0.00149,0.856,0.34,0.73,111.016
Need,keltiey,Need,https://open.spotify.com/track/4s8fQKAfuHR9gMDzoA9ioQ,club,0.504,0.71,-6.525,0.0521,0.0101,0.864,0.551,0.41,146.102
Ick,Lay Bankz,Ick,https://open.spotify.com/track/3gZilge8NsINDKKlZD03Zg,club,0.903,0.769,-3.371,0.128,0.263,0.0,0.143,0.508,137.983
rock ur body (jersey club),ProdByAbnormal,rock ur body jersey club remixes,https://open.spotify.com/track/3PnbRnpOn29bfdYUVYczjX,club,0.924,0.431,-11.032,0.217,0.311,0.00531,0.234,0.387,115.046
Get Off The Wall,Philly Goats,Get Off The Wall,https://open.spotify.com/track/1ttdCC6nZ0M1Bq2zkuf73W,club,0.855,0.572,-8.374,0.226,0.012,0.000257,0.128,0.476,144.205
Fundip,Beatdemons,Fundip,https://open.spotify.com/track/39q0IGV13RaqsoUmBwJ902,club,0.827,0.635,-6.459,0.37,0.0896,0.0,0.124,0.145,159.052
She Do What She Do (Jersey Club),TraadeMark,She Do What She Do (Jersey Club),https://open.spotify.com/track/4wHYlZDx0bxBX02IYwNNiM,club,0.733,0.514,-10.559,0.0415,0.297,0.841,0.184,0.259,145.577
Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,The Good Times,https://open.spotify.com/track/1ACZpHI5vZ5Ea4xGlkdGWM,comedy,0.927,0.367,-7.797,0.382,0.325,0.0,0.132,0.576,99.053
Peaches,Jack Black,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),https://open.spotify.com/track/4w9soAM7IrmYDhSXLp14p6,comedy,0.698,0.312,-10.9,0.0483,0.797,0.0,0.1,0.419,92.138
Because I Got High,Afroman,The Good Times,https://open.spotify.com/track/0rRboI6IRuGx56Dq3UdYY4,comedy,0.802,0.341,-8.56,0.488,0.169,0.0,0.0783,0.849,166.01
Freaky Friday (feat. Chris Brown),Lil Dicky,Freaky Friday (feat. Chris Brown),https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,comedy,0.755,0.599,-5.042,0.224,0.147,0.0,0.109,0.755,133.123
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,Professional Rapper,https://open.spotify.com/track/7MkysLvt3L8UFji2PceoFU,comedy,0.829,0.514,-6.694,0.037,0.203,0.000157,0.115,0.397,114.955
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,Professional Rapper,https://open.spotify.com/track/1TkWsnheqK0gBtvh07BtNX,comedy,0.858,0.697,-5.361,0.23,0.114,0.0,0.224,0.364,98.013
She's So Nice,Pink Guy,Pink Season,https://open.spotify.com/track/0Dfctnkk9xIikDKJ06uwzo,comedy,0.828,0.577,-7.656,0.158,0.599,0.0,0.0814,0.587,86.339
Everyday Normal Guy 2,Jon Lajoie,You Want Some of This?,https://open.spotify.com/track/2hhFpD32iXUd4GaCu6T4wn,comedy,0.823,0.731,-4.273,0.307,0.42,0.0,0.306,0.876,90.302
Professional Rapper (feat. Snoop Dogg),Lil Dicky,Professional Rapper,https://open.spotify.com/track/5TlAXiBCBwiQnIZUAA4Jkg,comedy,0.684,0.621,-8.442,0.362,0.432,0.0,0.607,0.537,128.882
The Scuttlebutt,Awkwafina,The Little Mermaid (Original Motion Picture Soundtrack),https://open.spotify.com/track/2wLDS3oCMufFrvwN2IK3Bt,comedy,0.862,0.624,-9.547,0.271,0.175,0.0,0.0736,0.863,149.898
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,Zach Bryan,https://open.spotify.com/track/4KULAymBBJcPRpk1yO4dOG,country,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.102,0.155,77.639
Something in the Orange,Zach Bryan,Something in the Orange,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI,country,0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212
Fast Car,Luke Combs,Gettin' Old,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT,country,0.712,0.603,-5.52,0.0262,0.186,0.0,0.115,0.67,97.994
Hey Driver (feat. The War and Treaty),Zach Bryan,Zach Bryan,https://open.spotify.com/track/4pCbJC43j3gSqG6Fen6upD,country,0.583,0.351,-5.836,0.0306,0.494,0.0,0.368,0.462,79.014
Religiously,Bailey Zimmerman,Religiously. The Album.,https://open.spotify.com/track/0bILU0UiNDmA5Ff6whhb2R,country,0.57,0.67,-6.519,0.0274,0.426,0.0,0.108,0.593,140.924
Tourniquet,Zach Bryan,Zach Bryan,https://open.spotify.com/track/3EvZ03hGAFwGZ2Ebcu86YH,country,0.593,0.397,-8.309,0.0329,0.684,7.44e-06,0.0982,0.32,76.703
Wasted On You,Morgan Wallen,Dangerous: The Double Album,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3,country,0.505,0.657,-5.24,0.0318,0.373,0.00107,0.126,0.252,196.0
Last Night,Morgan Wallen,3 Songs At A Time Sampler,https://open.spotify.com/track/59uQI0PADDKeE6UZDTJEe8,country,0.517,0.675,-5.382,0.0357,0.459,0.0,0.151,0.518,203.853
Last Night,Morgan Wallen,One Thing At A Time,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn,country,0.492,0.675,-5.456,0.0389,0.467,0.0,0.142,0.478,203.759
Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,https://open.spotify.com/track/0PAcdVzhPO4gq1Iym9ESnK,country,0.656,0.757,-5.775,0.0308,0.492,0.0,0.117,0.429,139.971
Paint The Town Red,Doja Cat,Paint The Town Red,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7,dance,0.868,0.538,-8.603,0.174,0.269,3.34e-06,0.0901,0.732,99.968
Agora Hills,Doja Cat,Scarlet,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8,dance,0.75,0.674,-6.128,0.097,0.228,8.91e-05,0.122,0.392,123.026
Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA,dance,0.671,0.845,-4.93,0.048,0.0207,0.0,0.329,0.775,110.056
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,dance,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994
Mr. Brightside,The Killers,Hot Fuss,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,dance,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033
Heartless (feat. Morgan Wallen),Diplo,Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,dance,0.765,0.556,-6.417,0.0512,0.275,0.0,0.0824,0.274,111.033
That's What I Like,Bruno Mars,24K Magic,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,dance,0.853,0.56,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,dance,0.635,0.841,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021
I'm Good (Blue),David Guetta,I'm Good (Blue),https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK,dance,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
Promiscuous,Nelly Furtado,Loose,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN,dance,0.808,0.97,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328
Temperature,Sean Paul,The Trinity,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,dancehall,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04
Last Last,Burna Boy,"Love, Damini",https://open.spotify.com/track/5YbPxJwPfrj7uswNwoF1pJ,dancehall,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925
Get Busy,Sean Paul,Dutty Rock (20th Anniversary),https://open.spotify.com/track/6bK9BH9Ts8Gj5JFvnQkzak,dancehall,0.741,0.824,-4.143,0.0352,0.614,0.0,0.158,0.725,100.216
City Boys,Burna Boy,I Told Them...,https://open.spotify.com/track/4RoKNqyZ9622tcAeNPNv5k,dancehall,0.808,0.634,-6.764,0.172,0.0851,0.0,0.127,0.569,100.03
No Lie,Sean Paul,Mad Love The Prequel,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA,dancehall,0.742,0.882,-2.862,0.117,0.0466,0.0,0.206,0.463,102.04
For My Hand (feat. Ed Sheeran),Burna Boy,"Love, Damini",https://open.spotify.com/track/0HaRLPnr887lcQM2YQzkff,dancehall,0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059
Bam Bam,Sister Nancy,One Two,https://open.spotify.com/track/7ixiCZEHWHc8FxaQXQh2P4,dancehall,0.722,0.605,-6.07,0.153,0.825,0.0178,0.248,0.709,165.998
I'm Still in Love with You (feat. Sasha),Sean Paul,Dutty Rock (20th Anniversary),https://open.spotify.com/track/5lJx5eiSahFfsqkMJVlkDN,dancehall,0.765,0.666,-5.384,0.172,0.103,0.0,0.116,0.757,87.002
It's Plenty,Burna Boy,"Love, Damini",https://open.spotify.com/track/5hVjoL3sHepZROri63wBxP,dancehall,0.776,0.565,-10.609,0.105,0.36,8.81e-05,0.308,0.53,107.035
Alone,Burna Boy,Black Panther: Wakanda Forever - Music From and Inspired By,https://open.spotify.com/track/0AoBY2Y3qs6dtGgOD6c91N,dancehall,0.6,0.659,-7.264,0.0542,0.176,0.0,0.111,0.307,89.955
Delusions of Saviour,Slayer,Repentless,https://open.spotify.com/track/06WUUNf7q18NZfjIsQFsfa,death-metal,0.223,0.805,-8.969,0.037,0.000179,0.814,0.0849,0.25,168.165
Raining Blood,Slayer,Reign In Blood,https://open.spotify.com/track/01Mpj13vURSO3cCLprPt5T,death-metal,0.294,0.995,-4.383,0.168,0.000489,0.331,0.128,0.0379,88.777
To the Hellfire,Lorna Shore,To the Hellfire,https://open.spotify.com/track/0O26gtfjuscAOnQobjNPPL,death-metal,0.388,0.83,-3.035,0.0922,2.68e-05,0.0212,0.0946,0.144,129.98
Ghost Of Me,Make Them Suffer,Ghost Of Me,https://open.spotify.com/track/25Yfk4XBeglz1QoXhDqJ2w,death-metal,0.318,0.922,-3.936,0.154,0.000119,0.000113,0.3,0.288,140.048
VIKING,Slaughter to Prevail,VIKING,https://open.spotify.com/track/6Z5rBmAtaA29iD0H0LGKn7,death-metal,0.485,0.987,-2.2,0.164,0.000291,0.0744,0.0825,0.0833,100.042
Stranded,Gojira,Magma,https://open.spotify.com/track/60fUDmIWuKhngaeBIVhqIV,death-metal,0.513,0.88,-4.69,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358
You Asked for It,Emmure,Look at Yourself,https://open.spotify.com/track/0diSnstejl46AiNC2ISoeW,death-metal,0.512,0.778,-7.925,0.0485,0.00013,0.838,0.0829,0.0368,103.103
Better Days,Currents,The Way It Ends,https://open.spotify.com/track/1BqzzWlA868p8J5VIbp50A,death-metal,0.372,0.978,-4.833,0.157,0.000624,2.22e-05,0.134,0.214,76.359
Demolisher,Slaughter to Prevail,Kostolom,https://open.spotify.com/track/6sm4qIkuAMAq3rKcRCzLw6,death-metal,0.209,0.991,-1.876,0.356,0.000407,0.000501,0.307,0.0659,199.865
Angel Of Death,Slayer,Reign In Blood,https://open.spotify.com/track/61dTqhd46yMkSWmC5LAh5F,death-metal,0.332,0.994,-4.336,0.137,0.000119,0.322,0.142,0.0829,106.086
Sugar (feat. Francesco Yates),Robin Schulz,Sugar,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,deep-house,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063
Saving Up,Dom Dolla,Saving Up,https://open.spotify.com/track/787Y2idwCU2Rk60Prv4wpr,deep-house,0.747,0.822,-6.373,0.0721,0.00353,0.132,0.165,0.578,129.994
Ferrari,James Hype,Ferrari,https://open.spotify.com/track/4zN21mbAuaD0WqtmaTZZeP,deep-house,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004
Eat Your Man (with Nelly Furtado),Dom Dolla,Eat Your Man (with Nelly Furtado),https://open.spotify.com/track/6Ea2oEzysv4UECGNxL1IEW,deep-house,0.738,0.883,-7.989,0.0818,0.053,0.193,0.102,0.651,125.04
Cola,CamelPhat,Cola,https://open.spotify.com/track/7ir1tVqAtNjctvteJPw5MF,deep-house,0.706,0.74,-7.904,0.0325,0.0245,0.512,0.135,0.444,122.007
Pump It Up,Endor,Pump It Up,https://open.spotify.com/track/4tcPIwy0UvLYjhXLrMyx89,deep-house,0.898,0.893,-7.255,0.225,0.207,9.33e-05,0.061,0.653,129.047
Miracle Maker,Dom Dolla,Miracle Maker,https://open.spotify.com/track/6txvQu0zUbiqG24A8XMLnK,deep-house,0.609,0.94,-6.097,0.0617,0.00124,0.269,0.15,0.238,128.001
Substitution (feat. Julian Perretta),Purple Disco Machine,Substitution (feat. Julian Perretta),https://open.spotify.com/track/2F2p7b5Xq20mRyEeWYaeUF,deep-house,0.69,0.89,-4.866,0.0507,0.00903,1.61e-05,0.188,0.713,124.018
Lose Control,James Hype,Lose Control,https://open.spotify.com/track/3DLWVhaowApIGw1JnJj6GS,deep-house,0.714,0.936,-3.693,0.0426,0.0338,0.0239,0.244,0.243,128.011
Something On My Mind,Purple Disco Machine,Something On My Mind,https://open.spotify.com/track/7uEvezzgCoYmqRDloOXUSR,deep-house,0.612,0.802,-5.087,0.0743,0.00693,2.33e-05,0.422,0.775,118.036
Clear - Jose “Animal” Diaz Remix,Cybotron,Clear,https://open.spotify.com/track/5NKHUvpRs7zr0yOQjx8Exr,detroit-techno,0.802,0.637,-13.008,0.0624,0.000231,0.831,0.587,0.336,125.284
Blackwater - 128 full strings vocal mix,Octave One,One Black Water (feat. Ann Saunderson) [Full Strings Vocal Mix],https://open.spotify.com/track/3829oHimRwuUHePcD2Jj7S,detroit-techno,0.763,0.81,-8.943,0.0545,0.264,0.000563,0.0823,0.496,128.24
Wednesday Night People,Moodymann,Forevernevermore,https://open.spotify.com/track/2EJtek4uqMsnYYd36JiBSQ,detroit-techno,0.608,0.664,-12.857,0.0425,0.133,0.925,0.13,0.0555,119.581
I Can't Kick This Feeling When It Hits,Moodymann,Silentintroduction,https://open.spotify.com/track/2PmT3D5xmvVzZCf11L2ifX,detroit-techno,0.686,0.634,-10.287,0.056,0.192,0.858,0.152,0.0783,119.933
Lyk U Use 2 (feat. Andres),Moodymann,Moodymann,https://open.spotify.com/track/4ncFRft2xEs4kanULQjaOz,detroit-techno,0.621,0.485,-13.429,0.219,0.108,0.13,0.156,0.14,183.391
Don’t You Want My Love,Moodymann,Forevernevermore,https://open.spotify.com/track/4L60ULqvJpqFReaNwmq8F0,detroit-techno,0.735,0.641,-11.343,0.0959,0.00135,0.89,0.228,0.481,113.402
The Melody - Henrik Schwarz Remix,Carl Craig,The Melody (Henrik Schwarz Remix),https://open.spotify.com/track/5k1S9YYZUlxD8R57KFjh8p,detroit-techno,0.724,0.491,-14.257,0.0389,0.15,0.9,0.12,0.488,122.963
I'm Doing Fine (feat. Amp Dog Knight),Moodymann,Black Mahogani,https://open.spotify.com/track/5vOSahSFyo87bRpf3yoBNg,detroit-techno,0.797,0.343,-15.334,0.0495,0.0692,0.362,0.479,0.536,119.988
Andreaen Sand Dunes,Drexciya,Neptune's Lair,https://open.spotify.com/track/5vcCF1Q328JhaZj4MS6XqO,detroit-techno,0.649,0.616,-8.965,0.0626,0.00218,0.747,0.116,0.495,132.829
Strings of Life,Derrick May,Innovator (Mayday),https://open.spotify.com/track/7N3FfUFMud1rjI6Vgw71mm,detroit-techno,0.714,0.878,-6.209,0.065,0.153,0.811,0.0871,0.509,128.103
September,"Earth, Wind & Fire",September (sped up + slowed),https://open.spotify.com/track/3kXoKlD84c6OmIcOLfrfEs,disco,0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.138,0.981,125.996
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,Four Tops Second Album,https://open.spotify.com/track/6b6IMqP565TbtFFZg9iFf3,disco,0.667,0.599,-8.894,0.0291,0.245,0.0,0.107,0.971,127.935
Let's Groove,"Earth, Wind & Fire",Raise!,https://open.spotify.com/track/3koCCeSaVUyrRo3N2gHrd8,disco,0.869,0.648,-8.698,0.0633,0.121,2.17e-05,0.126,0.9,125.035
September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",https://open.spotify.com/track/2grjqo0Frpf2okIBiifQKs,disco,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269,0.979,125.926
Easy,Commodores,Commodores,https://open.spotify.com/track/1JQ6Xm1JrvHfvAqhl5pwaA,disco,0.589,0.384,-15.075,0.0332,0.112,2.8e-05,0.0596,0.354,132.909
Super Freak,Rick James,Street Songs (Deluxe Edition),https://open.spotify.com/track/2dCmGcEOQrMQhMMS8Vj7Ca,disco,0.838,0.794,-8.245,0.0531,0.22,0.0,0.0575,0.962,132.446
This Will Be (An Everlasting Love),Natalie Cole,Inseparable,https://open.spotify.com/track/0PDCewmZCp0P5s00bptcdd,disco,0.685,0.623,-11.146,0.042,0.228,0.00234,0.0295,0.896,126.739
Lady - Hear Me Tonight,Modjo,Modjo (Remastered),https://open.spotify.com/track/49X0LAl6faAusYq02PRAY6,disco,0.72,0.808,-5.627,0.0379,0.00793,0.0293,0.0634,0.869,126.041
